instance,method,run,seed,makespan,decode_calls,time,lower_bound,optimum,optimum_source,gap,method_label
ft10,annealing,6,6007,966,200000,6.838,655,930,Fisher & Thompson 1963,3.870967741935484,Annealing
ft10,annealing,7,7007,975,200000,7.4,655,930,Fisher & Thompson 1963,4.838709677419355,Annealing
ft10,annealing,8,8007,956,200000,7.421,655,930,Fisher & Thompson 1963,2.795698924731183,Annealing
ft10,annealing,9,9007,953,200000,7.257,655,930,Fisher & Thompson 1963,2.4731182795698925,Annealing
ft10,annealing,10,10007,946,200000,6.676,655,930,Fisher & Thompson 1963,1.7204301075268817,Annealing
ft10,annealing,11,11007,955,200000,6.796,655,930,Fisher & Thompson 1963,2.6881720430107525,Annealing
ft10,annealing,12,12007,937,200000,6.846,655,930,Fisher & Thompson 1963,0.7526881720430108,Annealing
ft10,annealing,13,13007,951,200000,6.808,655,930,Fisher & Thompson 1963,2.258064516129032,Annealing
ft10,annealing,14,14007,956,200000,7.273,655,930,Fisher & Thompson 1963,2.795698924731183,Annealing
ft10,annealing,15,15007,963,200000,7.503,655,930,Fisher & Thompson 1963,3.5483870967741935,Annealing
ft10,annealing,16,16007,996,200000,7.584,655,930,Fisher & Thompson 1963,7.096774193548387,Annealing
ft10,annealing,17,17007,980,200000,6.776,655,930,Fisher & Thompson 1963,5.376344086021505,Annealing
ft10,annealing,18,18007,951,200000,7.009,655,930,Fisher & Thompson 1963,2.258064516129032,Annealing
ft10,annealing,19,19007,975,200000,6.951,655,930,Fisher & Thompson 1963,4.838709677419355,Annealing
ft10,annealing,20,20007,1001,200000,6.853,655,930,Fisher & Thompson 1963,7.634408602150537,Annealing
ft10,annealing,21,21007,955,200000,6.096,655,930,Fisher & Thompson 1963,2.6881720430107525,Annealing
ft10,annealing,22,22007,949,200000,6.992,655,930,Fisher & Thompson 1963,2.043010752688172,Annealing
ft10,annealing,23,23007,975,200000,6.822,655,930,Fisher & Thompson 1963,4.838709677419355,Annealing
ft10,annealing,24,24007,967,200000,6.939,655,930,Fisher & Thompson 1963,3.978494623655914,Annealing
ft10,annealing,25,25007,972,200000,6.807,655,930,Fisher & Thompson 1963,4.516129032258064,Annealing
ft10,annealing,26,26007,968,200000,6.811,655,930,Fisher & Thompson 1963,4.086021505376344,Annealing
ft10,annealing,27,27007,945,200000,6.87,655,930,Fisher & Thompson 1963,1.6129032258064515,Annealing
ft10,annealing,28,28007,953,200000,9.168,655,930,Fisher & Thompson 1963,2.4731182795698925,Annealing
ft10,annealing,29,29007,1001,200000,7.611,655,930,Fisher & Thompson 1963,7.634408602150537,Annealing
ft10,vns,0,7,1008,200000,6.69,655,930,Fisher & Thompson 1963,8.38709677419355,VNS
ft10,vns,1,1007,1058,200000,6.546,655,930,Fisher & Thompson 1963,13.763440860215054,VNS
ft10,vns,2,2007,1008,200000,6.445,655,930,Fisher & Thompson 1963,8.38709677419355,VNS
ft10,vns,3,3007,1041,200000,6.427,655,930,Fisher & Thompson 1963,11.935483870967742,VNS
ft10,vns,4,4007,1036,200000,6.3,655,930,Fisher & Thompson 1963,11.397849462365592,VNS
ft10,vns,5,5007,1038,200000,6.471,655,930,Fisher & Thompson 1963,11.612903225806452,VNS
ft10,vns,6,6007,1030,200000,6.41,655,930,Fisher & Thompson 1963,10.75268817204301,VNS
ft10,vns,7,7007,1025,200000,6.59,655,930,Fisher & Thompson 1963,10.21505376344086,VNS
ft10,vns,8,8007,1047,200000,6.348,655,930,Fisher & Thompson 1963,12.580645161290322,VNS
ft10,vns,9,9007,1023,200000,6.404,655,930,Fisher & Thompson 1963,10.0,VNS
ft10,vns,10,10007,1010,200000,6.359,655,930,Fisher & Thompson 1963,8.60215053763441,VNS
ft10,vns,11,11007,1045,200000,6.369,655,930,Fisher & Thompson 1963,12.365591397849462,VNS
ft10,vns,12,12007,1034,200000,6.371,655,930,Fisher & Thompson 1963,11.182795698924732,VNS
ft10,vns,13,13007,999,200000,6.381,655,930,Fisher & Thompson 1963,7.419354838709677,VNS
ft10,vns,14,14007,1079,200000,6.268,655,930,Fisher & Thompson 1963,16.021505376344088,VNS
ft10,vns,15,15007,1015,200000,6.191,655,930,Fisher & Thompson 1963,9.13978494623656,VNS
ft10,vns,16,16007,1032,200000,6.421,655,930,Fisher & Thompson 1963,10.967741935483872,VNS
ft10,vns,17,17007,1010,200000,6.513,655,930,Fisher & Thompson 1963,8.60215053763441,VNS
ft10,vns,18,18007,1003,200000,6.369,655,930,Fisher & Thompson 1963,7.849462365591398,VNS
ft10,vns,19,19007,971,200000,6.266,655,930,Fisher & Thompson 1963,4.408602150537634,VNS
ft10,vns,20,20007,1015,200000,6.32,655,930,Fisher & Thompson 1963,9.13978494623656,VNS
ft10,vns,21,21007,997,200000,6.291,655,930,Fisher & Thompson 1963,7.204301075268817,VNS
ft10,vns,22,22007,1045,200000,6.396,655,930,Fisher & Thompson 1963,12.365591397849462,VNS
ft10,vns,23,23007,1077,200000,6.436,655,930,Fisher & Thompson 1963,15.806451612903224,VNS
ft10,vns,24,24007,1003,200000,6.253,655,930,Fisher & Thompson 1963,7.849462365591398,VNS
ft10,vns,25,25007,1003,200000,6.107,655,930,Fisher & Thompson 1963,7.849462365591398,VNS
ft10,vns,26,26007,1045,200000,6.613,655,930,Fisher & Thompson 1963,12.365591397849462,VNS
ft10,vns,27,27007,1003,200000,6.634,655,930,Fisher & Thompson 1963,7.849462365591398,VNS
ft10,vns,28,28007,1021,200000,6.762,655,930,Fisher & Thompson 1963,9.78494623655914,VNS
ft10,vns,29,29007,992,200000,6.707,655,930,Fisher & Thompson 1963,6.666666666666667,VNS
ft10,ga,0,7,993,200001,19.622,655,930,Fisher & Thompson 1963,6.774193548387098,GA
ft10,ga,1,1007,1032,200001,18.991,655,930,Fisher & Thompson 1963,10.967741935483872,GA
ft10,ga,2,2007,1047,200001,18.173,655,930,Fisher & Thompson 1963,12.580645161290322,GA
ft10,ga,3,3007,990,200001,18.446,655,930,Fisher & Thompson 1963,6.451612903225806,GA
ft10,ga,4,4007,1001,200001,18.297,655,930,Fisher & Thompson 1963,7.634408602150537,GA
ft10,ga,5,5007,994,200001,18.779,655,930,Fisher & Thompson 1963,6.881720430107527,GA
ft10,ga,6,6007,1059,200001,19.79,655,930,Fisher & Thompson 1963,13.870967741935484,GA
ft10,ga,7,7007,1023,200001,20.369,655,930,Fisher & Thompson 1963,10.0,GA
ft10,ga,8,8007,1026,200001,19.004,655,930,Fisher & Thompson 1963,10.32258064516129,GA
ft10,ga,9,9007,1016,200001,17.717,655,930,Fisher & Thompson 1963,9.247311827956988,GA
ft10,ga,10,10007,972,200001,19.828,655,930,Fisher & Thompson 1963,4.516129032258064,GA
ft10,ga,11,11007,976,200001,19.589,655,930,Fisher & Thompson 1963,4.946236559139785,GA
ft10,ga,12,12007,1018,200001,17.871,655,930,Fisher & Thompson 1963,9.46236559139785,GA
ft10,ga,13,13007,1034,200001,17.816,655,930,Fisher & Thompson 1963,11.182795698924732,GA
ft10,ga,14,14007,1034,200001,17.138,655,930,Fisher & Thompson 1963,11.182795698924732,GA
ft10,ga,15,15007,993,200001,17.312,655,930,Fisher & Thompson 1963,6.774193548387098,GA
ft10,ga,16,16007,961,200001,17.561,655,930,Fisher & Thompson 1963,3.3333333333333335,GA
ft10,ga,17,17007,1038,200001,17.194,655,930,Fisher & Thompson 1963,11.612903225806452,GA
ft10,ga,18,18007,984,200001,17.228,655,930,Fisher & Thompson 1963,5.806451612903226,GA
ft10,ga,19,19007,1044,200001,16.471,655,930,Fisher & Thompson 1963,12.258064516129032,GA
ft10,ga,20,20007,980,200001,15.72,655,930,Fisher & Thompson 1963,5.376344086021505,GA
ft10,ga,21,21007,1035,200001,15.942,655,930,Fisher & Thompson 1963,11.29032258064516,GA
ft10,ga,22,22007,1035,200001,15.707,655,930,Fisher & Thompson 1963,11.29032258064516,GA
ft10,ga,23,23007,971,200001,15.994,655,930,Fisher & Thompson 1963,4.408602150537634,GA
ft10,ga,24,24007,977,200001,16.184,655,930,Fisher & Thompson 1963,5.053763440860215,GA
ft10,ga,25,25007,1018,200001,15.115,655,930,Fisher & Thompson 1963,9.46236559139785,GA
ft10,ga,26,26007,981,200001,14.785,655,930,Fisher & Thompson 1963,5.483870967741936,GA
ft10,ga,27,27007,1020,200001,14.027,655,930,Fisher & Thompson 1963,9.67741935483871,GA
ft10,ga,28,28007,1015,200001,13.938,655,930,Fisher & Thompson 1963,9.13978494623656,GA
ft10,ga,29,29007,1095,200001,14.381,655,930,Fisher & Thompson 1963,17.741935483870968,GA
ft20,local_search,0,7,1384,200000,4.994,1119,1165,Fisher & Thompson 1963,18.798283261802577,Loc. Search
ft20,local_search,1,1007,1343,200000,4.956,1119,1165,Fisher & Thompson 1963,15.278969957081545,Loc. Search
ft20,local_search,2,2007,1309,200000,4.901,1119,1165,Fisher & Thompson 1963,12.360515021459227,Loc. Search
ft20,local_search,3,3007,1339,200000,4.987,1119,1165,Fisher & Thompson 1963,14.935622317596566,Loc. Search
ft20,local_search,4,4007,1340,200000,4.829,1119,1165,Fisher & Thompson 1963,15.021459227467812,Loc. Search
ft20,local_search,5,5007,1250,200000,4.839,1119,1165,Fisher & Thompson 1963,7.296137339055794,Loc. Search
ft20,local_search,6,6007,1252,200000,4.898,1119,1165,Fisher & Thompson 1963,7.467811158798283,Loc. Search
ft20,local_search,7,7007,1295,200000,4.89,1119,1165,Fisher & Thompson 1963,11.158798283261802,Loc. Search
ft20,local_search,8,8007,1257,200000,4.902,1119,1165,Fisher & Thompson 1963,7.896995708154507,Loc. Search
ft20,local_search,9,9007,1331,200000,5.001,1119,1165,Fisher & Thompson 1963,14.24892703862661,Loc. Search
ft20,local_search,10,10007,1294,200000,4.994,1119,1165,Fisher & Thompson 1963,11.072961373390559,Loc. Search
ft20,local_search,11,11007,1287,200000,5.022,1119,1165,Fisher & Thompson 1963,10.472103004291846,Loc. Search
ft20,local_search,12,12007,1309,200000,4.968,1119,1165,Fisher & Thompson 1963,12.360515021459227,Loc. Search
ft20,local_search,13,13007,1366,200000,4.95,1119,1165,Fisher & Thompson 1963,17.253218884120173,Loc. Search
ft20,local_search,14,14007,1372,200000,4.931,1119,1165,Fisher & Thompson 1963,17.76824034334764,Loc. Search
ft20,local_search,15,15007,1346,200000,5.008,1119,1165,Fisher & Thompson 1963,15.536480686695278,Loc. Search
ft20,local_search,16,16007,1342,200000,4.978,1119,1165,Fisher & Thompson 1963,15.1931330472103,Loc. Search
ft20,local_search,17,17007,1338,200000,4.935,1119,1165,Fisher & Thompson 1963,14.84978540772532,Loc. Search
ft20,local_search,18,18007,1340,200000,4.929,1119,1165,Fisher & Thompson 1963,15.021459227467812,Loc. Search
ft20,local_search,19,19007,1282,200000,4.858,1119,1165,Fisher & Thompson 1963,10.042918454935622,Loc. Search
ft20,local_search,20,20007,1249,200000,4.922,1119,1165,Fisher & Thompson 1963,7.210300429184549,Loc. Search
ft20,local_search,21,21007,1389,200000,4.98,1119,1165,Fisher & Thompson 1963,19.2274678111588,Loc. Search
ft20,local_search,22,22007,1289,200000,4.804,1119,1165,Fisher & Thompson 1963,10.643776824034335,Loc. Search
ft20,local_search,23,23007,1290,200000,4.853,1119,1165,Fisher & Thompson 1963,10.72961373390558,Loc. Search
ft20,local_search,24,24007,1332,200000,4.808,1119,1165,Fisher & Thompson 1963,14.334763948497853,Loc. Search
ft20,local_search,25,25007,1296,200000,4.858,1119,1165,Fisher & Thompson 1963,11.244635193133048,Loc. Search
ft20,local_search,26,26007,1388,200000,4.869,1119,1165,Fisher & Thompson 1963,19.141630901287556,Loc. Search
ft20,local_search,27,27007,1322,200000,4.748,1119,1165,Fisher & Thompson 1963,13.47639484978541,Loc. Search
ft20,local_search,28,28007,1361,200000,4.777,1119,1165,Fisher & Thompson 1963,16.824034334763947,Loc. Search
ft20,local_search,29,29007,1311,200000,4.789,1119,1165,Fisher & Thompson 1963,12.532188841201716,Loc. Search
ft20,annealing,0,7,1180,200000,4.997,1119,1165,Fisher & Thompson 1963,1.2875536480686696,Annealing
ft20,annealing,1,1007,1231,200000,4.975,1119,1165,Fisher & Thompson 1963,5.665236051502146,Annealing
ft20,annealing,2,2007,1190,200000,4.954,1119,1165,Fisher & Thompson 1963,2.1459227467811157,Annealing
ft20,annealing,3,3007,1199,200000,4.997,1119,1165,Fisher & Thompson 1963,2.9184549356223175,Annealing
ft20,annealing,4,4007,1180,200000,4.93,1119,1165,Fisher & Thompson 1963,1.2875536480686696,Annealing
ft20,annealing,5,5007,1180,200000,4.916,1119,1165,Fisher & Thompson 1963,1.2875536480686696,Annealing
ft20,annealing,6,6007,1173,200000,5.054,1119,1165,Fisher & Thompson 1963,0.6866952789699571,Annealing
ft20,annealing,7,7007,1180,200000,5.041,1119,1165,Fisher & Thompson 1963,1.2875536480686696,Annealing
ft20,annealing,8,8007,1182,200000,4.988,1119,1165,Fisher & Thompson 1963,1.4592274678111588,Annealing
ft20,annealing,9,9007,1180,200000,5.05,1119,1165,Fisher & Thompson 1963,1.2875536480686696,Annealing
ft20,annealing,10,10007,1178,200000,4.948,1119,1165,Fisher & Thompson 1963,1.1158798283261802,Annealing
ft20,annealing,11,11007,1178,200000,4.892,1119,1165,Fisher & Thompson 1963,1.1158798283261802,Annealing
ft20,annealing,12,12007,1180,200000,5.012,1119,1165,Fisher & Thompson 1963,1.2875536480686696,Annealing
ft20,annealing,13,13007,1182,200000,5.016,1119,1165,Fisher & Thompson 1963,1.4592274678111588,Annealing
ft20,annealing,14,14007,1178,200000,4.977,1119,1165,Fisher & Thompson 1963,1.1158798283261802,Annealing
ft20,annealing,15,15007,1182,200000,5.011,1119,1165,Fisher & Thompson 1963,1.4592274678111588,Annealing
ft20,annealing,16,16007,1180,200000,4.792,1119,1165,Fisher & Thompson 1963,1.2875536480686696,Annealing
ft20,annealing,17,17007,1178,200000,5.04,1119,1165,Fisher & Thompson 1963,1.1158798283261802,Annealing
ft20,annealing,18,18007,1192,200000,4.928,1119,1165,Fisher & Thompson 1963,2.317596566523605,Annealing
ft20,annealing,19,19007,1192,200000,4.799,1119,1165,Fisher & Thompson 1963,2.317596566523605,Annealing
ft20,annealing,20,20007,1178,200000,4.924,1119,1165,Fisher & Thompson 1963,1.1158798283261802,Annealing
ft20,annealing,21,21007,1184,200000,5.025,1119,1165,Fisher & Thompson 1963,1.6309012875536482,Annealing
ft20,annealing,22,22007,1178,200000,4.982,1119,1165,Fisher & Thompson 1963,1.1158798283261802,Annealing
ft20,annealing,23,23007,1173,200000,5.0,1119,1165,Fisher & Thompson 1963,0.6866952789699571,Annealing
ft20,annealing,24,24007,1199,200000,4.94,1119,1165,Fisher & Thompson 1963,2.9184549356223175,Annealing
ft20,annealing,25,25007,1178,200000,5.011,1119,1165,Fisher & Thompson 1963,1.1158798283261802,Annealing
ft20,annealing,26,26007,1180,200000,4.996,1119,1165,Fisher & Thompson 1963,1.2875536480686696,Annealing
ft20,annealing,27,27007,1181,200000,5.002,1119,1165,Fisher & Thompson 1963,1.3733905579399142,Annealing
ft20,annealing,28,28007,1191,200000,4.961,1119,1165,Fisher & Thompson 1963,2.2317596566523603,Annealing
ft20,annealing,29,29007,1178,200000,4.976,1119,1165,Fisher & Thompson 1963,1.1158798283261802,Annealing
ft20,vns,0,7,1246,200000,4.773,1119,1165,Fisher & Thompson 1963,6.9527896995708165,VNS
ft20,vns,1,1007,1272,200000,4.711,1119,1165,Fisher & Thompson 1963,9.184549356223176,VNS
ft20,vns,2,2007,1326,200000,4.776,1119,1165,Fisher & Thompson 1963,13.819742489270388,VNS
ft20,vns,3,3007,1251,200000,4.76,1119,1165,Fisher & Thompson 1963,7.381974248927039,VNS
ft20,vns,4,4007,1256,200000,4.773,1119,1165,Fisher & Thompson 1963,7.8111587982832615,VNS
ft20,vns,5,5007,1258,200000,4.641,1119,1165,Fisher & Thompson 1963,7.982832618025751,VNS
ft20,vns,6,6007,1278,200000,4.737,1119,1165,Fisher & Thompson 1963,9.699570815450643,VNS
ft20,vns,7,7007,1257,200000,4.75,1119,1165,Fisher & Thompson 1963,7.896995708154507,VNS
ft20,vns,8,8007,1286,200000,4.685,1119,1165,Fisher & Thompson 1963,10.386266094420602,VNS
ft20,vns,9,9007,1208,200000,4.685,1119,1165,Fisher & Thompson 1963,3.6909871244635193,VNS
ft20,vns,10,10007,1249,200000,4.674,1119,1165,Fisher & Thompson 1963,7.210300429184549,VNS
ft20,vns,11,11007,1229,200000,4.74,1119,1165,Fisher & Thompson 1963,5.493562231759657,VNS
ft20,vns,12,12007,1233,200000,4.583,1119,1165,Fisher & Thompson 1963,5.836909871244635,VNS
ft20,vns,13,13007,1265,200000,4.603,1119,1165,Fisher & Thompson 1963,8.583690987124463,VNS
ft20,vns,14,14007,1218,200000,4.607,1119,1165,Fisher & Thompson 1963,4.549356223175965,VNS
ft20,vns,15,15007,1280,200000,4.686,1119,1165,Fisher & Thompson 1963,9.871244635193133,VNS
ft20,vns,16,16007,1245,200000,4.687,1119,1165,Fisher & Thompson 1963,6.866952789699571,VNS
ft20,vns,17,17007,1254,200000,4.69,1119,1165,Fisher & Thompson 1963,7.639484978540772,VNS
ft20,vns,18,18007,1220,200000,4.799,1119,1165,Fisher & Thompson 1963,4.721030042918455,VNS
ft20,vns,19,19007,1192,200000,4.641,1119,1165,Fisher & Thompson 1963,2.317596566523605,VNS
ft20,vns,20,20007,1201,200000,4.73,1119,1165,Fisher & Thompson 1963,3.0901287553648067,VNS
ft20,vns,21,21007,1273,200000,4.697,1119,1165,Fisher & Thompson 1963,9.27038626609442,VNS
ft20,vns,22,22007,1227,200000,4.805,1119,1165,Fisher & Thompson 1963,5.3218884120171674,VNS
ft20,vns,23,23007,1227,200000,4.673,1119,1165,Fisher & Thompson 1963,5.3218884120171674,VNS
ft20,vns,24,24007,1213,200000,4.739,1119,1165,Fisher & Thompson 1963,4.120171673819742,VNS
ft20,vns,25,25007,1260,200000,4.733,1119,1165,Fisher & Thompson 1963,8.15450643776824,VNS
ft20,vns,26,26007,1210,200000,4.659,1119,1165,Fisher & Thompson 1963,3.862660944206009,VNS
ft20,vns,27,27007,1277,200000,4.706,1119,1165,Fisher & Thompson 1963,9.6137339055794,VNS
ft20,vns,28,28007,1248,200000,4.666,1119,1165,Fisher & Thompson 1963,7.124463519313305,VNS
ft20,vns,29,29007,1215,200000,4.731,1119,1165,Fisher & Thompson 1963,4.291845493562231,VNS
ft20,ga,0,7,1247,200001,13.071,1119,1165,Fisher & Thompson 1963,7.03862660944206,GA
ft20,ga,1,1007,1214,200001,13.15,1119,1165,Fisher & Thompson 1963,4.206008583690987,GA
ft20,ga,2,2007,1231,200001,13.1,1119,1165,Fisher & Thompson 1963,5.665236051502146,GA
ft20,ga,3,3007,1240,200001,12.969,1119,1165,Fisher & Thompson 1963,6.437768240343347,GA
ft20,ga,4,4007,1184,200001,13.27,1119,1165,Fisher & Thompson 1963,1.6309012875536482,GA
ft20,ga,5,5007,1198,200001,13.01,1119,1165,Fisher & Thompson 1963,2.832618025751073,GA
ft20,ga,6,6007,1240,200001,13.209,1119,1165,Fisher & Thompson 1963,6.437768240343347,GA
ft20,ga,7,7007,1249,200001,13.171,1119,1165,Fisher & Thompson 1963,7.210300429184549,GA
ft20,ga,8,8007,1198,200001,13.114,1119,1165,Fisher & Thompson 1963,2.832618025751073,GA
ft20,ga,9,9007,1252,200001,13.336,1119,1165,Fisher & Thompson 1963,7.467811158798283,GA
ft20,ga,10,10007,1211,200001,13.126,1119,1165,Fisher & Thompson 1963,3.9484978540772535,GA
ft20,ga,11,11007,1252,200001,13.113,1119,1165,Fisher & Thompson 1963,7.467811158798283,GA
ft20,ga,12,12007,1182,200001,13.172,1119,1165,Fisher & Thompson 1963,1.4592274678111588,GA
ft20,ga,13,13007,1279,200001,12.983,1119,1165,Fisher & Thompson 1963,9.785407725321889,GA
ft20,ga,14,14007,1229,200001,12.961,1119,1165,Fisher & Thompson 1963,5.493562231759657,GA
ft20,ga,15,15007,1211,200001,12.923,1119,1165,Fisher & Thompson 1963,3.9484978540772535,GA
ft20,ga,16,16007,1180,200001,13.135,1119,1165,Fisher & Thompson 1963,1.2875536480686696,GA
ft20,ga,17,17007,1202,200001,12.957,1119,1165,Fisher & Thompson 1963,3.1759656652360517,GA
ft20,ga,18,18007,1253,200001,13.067,1119,1165,Fisher & Thompson 1963,7.553648068669528,GA
ft20,ga,19,19007,1199,200001,13.018,1119,1165,Fisher & Thompson 1963,2.9184549356223175,GA
ft20,ga,20,20007,1219,200001,12.939,1119,1165,Fisher & Thompson 1963,4.63519313304721,GA
ft20,ga,21,21007,1257,200001,12.833,1119,1165,Fisher & Thompson 1963,7.896995708154507,GA
ft20,ga,22,22007,1185,200001,13.035,1119,1165,Fisher & Thompson 1963,1.7167381974248928,GA
ft20,ga,23,23007,1229,200001,12.9,1119,1165,Fisher & Thompson 1963,5.493562231759657,GA
ft20,ga,24,24007,1231,200001,12.851,1119,1165,Fisher & Thompson 1963,5.665236051502146,GA
ft20,ga,25,25007,1212,200001,12.863,1119,1165,Fisher & Thompson 1963,4.034334763948498,GA
ft20,ga,26,26007,1185,200001,12.966,1119,1165,Fisher & Thompson 1963,1.7167381974248928,GA
ft20,ga,27,27007,1241,200001,12.918,1119,1165,Fisher & Thompson 1963,6.523605150214593,GA
ft20,ga,28,28007,1222,200001,12.923,1119,1165,Fisher & Thompson 1963,4.8927038626609445,GA
ft20,ga,29,29007,1197,200001,12.874,1119,1165,Fisher & Thompson 1963,2.7467811158798283,GA
