instance,method,run,seed,makespan,decode_calls,time,lower_bound,optimum,optimum_source,gap
la05,Loc. Search,14,14007,593,200000,3.274,593,593,donja granica = optimum,0.0
la05,Loc. Search,15,15007,593,200000,3.277,593,593,donja granica = optimum,0.0
la05,Loc. Search,16,16007,593,200000,3.42,593,593,donja granica = optimum,0.0
la05,Loc. Search,17,17007,593,200000,3.52,593,593,donja granica = optimum,0.0
la05,Loc. Search,18,18007,593,200000,3.569,593,593,donja granica = optimum,0.0
la05,Loc. Search,19,19007,593,200000,3.411,593,593,donja granica = optimum,0.0
la05,Loc. Search,20,20007,593,200000,3.477,593,593,donja granica = optimum,0.0
la05,Loc. Search,21,21007,593,200000,3.429,593,593,donja granica = optimum,0.0
la05,Loc. Search,22,22007,593,200000,3.458,593,593,donja granica = optimum,0.0
la05,Loc. Search,23,23007,593,200000,3.375,593,593,donja granica = optimum,0.0
la05,Loc. Search,24,24007,593,200000,3.528,593,593,donja granica = optimum,0.0
la05,Loc. Search,25,25007,593,200000,3.418,593,593,donja granica = optimum,0.0
la05,Loc. Search,26,26007,593,200000,6.402,593,593,donja granica = optimum,0.0
la05,Loc. Search,27,27007,593,200000,4.952,593,593,donja granica = optimum,0.0
la05,Loc. Search,28,28007,593,200000,3.574,593,593,donja granica = optimum,0.0
la05,Loc. Search,29,29007,593,200000,3.631,593,593,donja granica = optimum,0.0
la05,Annealing,0,7,593,200000,4.086,593,593,donja granica = optimum,0.0
la05,Annealing,1,1007,593,200000,3.873,593,593,donja granica = optimum,0.0
la05,Annealing,2,2007,593,200000,3.779,593,593,donja granica = optimum,0.0
la05,Annealing,3,3007,593,200000,3.733,593,593,donja granica = optimum,0.0
la05,Annealing,4,4007,593,200000,3.859,593,593,donja granica = optimum,0.0
la05,Annealing,5,5007,593,200000,3.768,593,593,donja granica = optimum,0.0
la05,Annealing,6,6007,593,200000,3.806,593,593,donja granica = optimum,0.0
la05,Annealing,7,7007,593,200000,3.771,593,593,donja granica = optimum,0.0
la05,Annealing,8,8007,593,200000,3.688,593,593,donja granica = optimum,0.0
la05,Annealing,9,9007,593,200000,3.623,593,593,donja granica = optimum,0.0
la05,Annealing,10,10007,593,200000,3.649,593,593,donja granica = optimum,0.0
la05,Annealing,11,11007,593,200000,3.742,593,593,donja granica = optimum,0.0
la05,Annealing,12,12007,593,200000,3.628,593,593,donja granica = optimum,0.0
la05,Annealing,13,13007,593,200000,3.719,593,593,donja granica = optimum,0.0
la05,Annealing,14,14007,593,200000,3.745,593,593,donja granica = optimum,0.0
la05,Annealing,15,15007,593,200000,3.97,593,593,donja granica = optimum,0.0
la05,Annealing,16,16007,593,200000,3.955,593,593,donja granica = optimum,0.0
la05,Annealing,17,17007,593,200000,3.873,593,593,donja granica = optimum,0.0
la05,Annealing,18,18007,593,200000,3.834,593,593,donja granica = optimum,0.0
la05,Annealing,19,19007,593,200000,3.586,593,593,donja granica = optimum,0.0
la05,Annealing,20,20007,593,200000,3.808,593,593,donja granica = optimum,0.0
la05,Annealing,21,21007,593,200000,3.657,593,593,donja granica = optimum,0.0
la05,Annealing,22,22007,593,200000,3.71,593,593,donja granica = optimum,0.0
la05,Annealing,23,23007,593,200000,3.827,593,593,donja granica = optimum,0.0
la05,Annealing,24,24007,593,200000,3.77,593,593,donja granica = optimum,0.0
la05,Annealing,25,25007,593,200000,3.823,593,593,donja granica = optimum,0.0
la05,Annealing,26,26007,593,200000,3.9,593,593,donja granica = optimum,0.0
la05,Annealing,27,27007,593,200000,3.736,593,593,donja granica = optimum,0.0
la05,Annealing,28,28007,593,200000,3.896,593,593,donja granica = optimum,0.0
la05,Annealing,29,29007,593,200000,3.679,593,593,donja granica = optimum,0.0
la05,VNS,0,7,593,200000,3.499,593,593,donja granica = optimum,0.0
la05,VNS,1,1007,593,200000,3.5,593,593,donja granica = optimum,0.0
la05,VNS,2,2007,593,200000,3.478,593,593,donja granica = optimum,0.0
la05,VNS,3,3007,593,200000,3.392,593,593,donja granica = optimum,0.0
la05,VNS,4,4007,593,200000,3.465,593,593,donja granica = optimum,0.0
la05,VNS,5,5007,593,200000,3.56,593,593,donja granica = optimum,0.0
la05,VNS,6,6007,593,200000,3.389,593,593,donja granica = optimum,0.0
la05,VNS,7,7007,593,200000,3.348,593,593,donja granica = optimum,0.0
la05,VNS,8,8007,593,200000,3.343,593,593,donja granica = optimum,0.0
la05,VNS,9,9007,593,200000,3.485,593,593,donja granica = optimum,0.0
la05,VNS,10,10007,593,200000,3.364,593,593,donja granica = optimum,0.0
la05,VNS,11,11007,593,200000,3.38,593,593,donja granica = optimum,0.0
la05,VNS,12,12007,593,200000,3.289,593,593,donja granica = optimum,0.0
la05,VNS,13,13007,593,200000,3.426,593,593,donja granica = optimum,0.0
la05,VNS,14,14007,593,200000,3.434,593,593,donja granica = optimum,0.0
la05,VNS,15,15007,593,200000,3.21,593,593,donja granica = optimum,0.0
la05,VNS,16,16007,593,200000,3.129,593,593,donja granica = optimum,0.0
la05,VNS,17,17007,593,200000,3.459,593,593,donja granica = optimum,0.0
la05,VNS,18,18007,593,200000,3.416,593,593,donja granica = optimum,0.0
la05,VNS,19,19007,593,200000,3.585,593,593,donja granica = optimum,0.0
la05,VNS,20,20007,593,200000,3.401,593,593,donja granica = optimum,0.0
la05,VNS,21,21007,593,200000,3.543,593,593,donja granica = optimum,0.0
la05,VNS,22,22007,593,200000,3.368,593,593,donja granica = optimum,0.0
la05,VNS,23,23007,593,200000,3.13,593,593,donja granica = optimum,0.0
la05,VNS,24,24007,593,200000,3.469,593,593,donja granica = optimum,0.0
la05,VNS,25,25007,593,200000,3.307,593,593,donja granica = optimum,0.0
la05,VNS,26,26007,593,200000,3.383,593,593,donja granica = optimum,0.0
la05,VNS,27,27007,593,200000,3.484,593,593,donja granica = optimum,0.0
la05,VNS,28,28007,593,200000,3.446,593,593,donja granica = optimum,0.0
la05,VNS,29,29007,593,200000,3.428,593,593,donja granica = optimum,0.0
la05,GA,0,7,593,200001,10.12,593,593,donja granica = optimum,0.0
la05,GA,1,1007,593,200001,10.217,593,593,donja granica = optimum,0.0
la05,GA,2,2007,593,200001,10.095,593,593,donja granica = optimum,0.0
la05,GA,3,3007,593,200001,10.186,593,593,donja granica = optimum,0.0
la05,GA,4,4007,593,200001,10.003,593,593,donja granica = optimum,0.0
la05,GA,5,5007,593,200001,10.174,593,593,donja granica = optimum,0.0
la05,GA,6,6007,593,200001,10.321,593,593,donja granica = optimum,0.0
la05,GA,7,7007,593,200001,10.135,593,593,donja granica = optimum,0.0
la05,GA,8,8007,593,200001,10.09,593,593,donja granica = optimum,0.0
la05,GA,9,9007,593,200001,10.338,593,593,donja granica = optimum,0.0
la05,GA,10,10007,593,200001,10.037,593,593,donja granica = optimum,0.0
la05,GA,11,11007,593,200001,9.784,593,593,donja granica = optimum,0.0
la05,GA,12,12007,593,200001,9.787,593,593,donja granica = optimum,0.0
la05,GA,13,13007,593,200001,10.21,593,593,donja granica = optimum,0.0
la05,GA,14,14007,593,200001,9.897,593,593,donja granica = optimum,0.0
la05,GA,15,15007,593,200001,10.215,593,593,donja granica = optimum,0.0
la05,GA,16,16007,593,200001,10.166,593,593,donja granica = optimum,0.0
la05,GA,17,17007,593,200001,10.017,593,593,donja granica = optimum,0.0
la05,GA,18,18007,593,200001,10.031,593,593,donja granica = optimum,0.0
la05,GA,19,19007,593,200001,10.175,593,593,donja granica = optimum,0.0
la05,GA,20,20007,593,200001,10.088,593,593,donja granica = optimum,0.0
la05,GA,21,21007,593,200001,12.559,593,593,donja granica = optimum,0.0
la05,GA,22,22007,593,200001,13.516,593,593,donja granica = optimum,0.0
la05,GA,23,23007,593,200001,10.21,593,593,donja granica = optimum,0.0
la05,GA,24,24007,593,200001,10.385,593,593,donja granica = optimum,0.0
la05,GA,25,25007,593,200001,10.583,593,593,donja granica = optimum,0.0
la05,GA,26,26007,593,200001,10.473,593,593,donja granica = optimum,0.0
la05,GA,27,27007,593,200001,10.422,593,593,donja granica = optimum,0.0
la05,GA,28,28007,593,200001,10.335,593,593,donja granica = optimum,0.0
la05,GA,29,29007,593,200001,10.053,593,593,donja granica = optimum,0.0
ft10,Loc. Search,0,7,1060,200000,6.335,655,930,Fisher & Thompson 1963,13.978494623655912
ft10,Loc. Search,1,1007,1095,200000,6.538,655,930,Fisher & Thompson 1963,17.741935483870968
ft10,Loc. Search,2,2007,1054,200000,6.899,655,930,Fisher & Thompson 1963,13.333333333333334
ft10,Loc. Search,3,3007,1002,200000,6.938,655,930,Fisher & Thompson 1963,7.741935483870968
ft10,Loc. Search,4,4007,1063,200000,6.816,655,930,Fisher & Thompson 1963,14.301075268817204
ft10,Loc. Search,5,5007,1002,200000,6.67,655,930,Fisher & Thompson 1963,7.741935483870968
ft10,Loc. Search,6,6007,1026,200000,6.803,655,930,Fisher & Thompson 1963,10.32258064516129
ft10,Loc. Search,7,7007,1056,200000,6.916,655,930,Fisher & Thompson 1963,13.548387096774196
ft10,Loc. Search,8,8007,1086,200000,6.303,655,930,Fisher & Thompson 1963,16.7741935483871
ft10,Loc. Search,9,9007,1074,200000,6.748,655,930,Fisher & Thompson 1963,15.483870967741936
ft10,Loc. Search,10,10007,1024,200000,6.493,655,930,Fisher & Thompson 1963,10.10752688172043
ft10,Loc. Search,11,11007,1086,200000,6.415,655,930,Fisher & Thompson 1963,16.7741935483871
ft10,Loc. Search,12,12007,1109,200000,6.572,655,930,Fisher & Thompson 1963,19.247311827956988
ft10,Loc. Search,13,13007,1049,200000,6.126,655,930,Fisher & Thompson 1963,12.795698924731184
ft10,Loc. Search,14,14007,1084,200000,6.606,655,930,Fisher & Thompson 1963,16.559139784946236
ft10,Loc. Search,15,15007,1073,200000,6.426,655,930,Fisher & Thompson 1963,15.376344086021506
ft10,Loc. Search,16,16007,1071,200000,7.03,655,930,Fisher & Thompson 1963,15.161290322580644
ft10,Loc. Search,17,17007,1032,200000,6.086,655,930,Fisher & Thompson 1963,10.967741935483872
ft10,Loc. Search,18,18007,1053,200000,5.871,655,930,Fisher & Thompson 1963,13.225806451612904
ft10,Loc. Search,19,19007,1055,200000,6.02,655,930,Fisher & Thompson 1963,13.440860215053762
ft10,Loc. Search,20,20007,1065,200000,6.276,655,930,Fisher & Thompson 1963,14.516129032258066
ft10,Loc. Search,21,21007,1034,200000,6.111,655,930,Fisher & Thompson 1963,11.182795698924732
ft10,Loc. Search,22,22007,1056,200000,6.429,655,930,Fisher & Thompson 1963,13.548387096774196
ft10,Loc. Search,23,23007,1086,200000,6.321,655,930,Fisher & Thompson 1963,16.7741935483871
ft10,Loc. Search,24,24007,1120,200000,6.233,655,930,Fisher & Thompson 1963,20.43010752688172
ft10,Loc. Search,25,25007,1007,200000,6.35,655,930,Fisher & Thompson 1963,8.279569892473118
ft10,Loc. Search,26,26007,1075,200000,6.472,655,930,Fisher & Thompson 1963,15.591397849462366
ft10,Loc. Search,27,27007,1039,200000,6.33,655,930,Fisher & Thompson 1963,11.720430107526882
ft10,Loc. Search,28,28007,1057,200000,6.248,655,930,Fisher & Thompson 1963,13.655913978494624
ft10,Loc. Search,29,29007,1096,200000,6.303,655,930,Fisher & Thompson 1963,17.8494623655914
ft10,Annealing,0,7,981,200000,6.72,655,930,Fisher & Thompson 1963,5.483870967741936
ft10,Annealing,1,1007,976,200000,6.768,655,930,Fisher & Thompson 1963,4.946236559139785
ft10,Annealing,2,2007,974,200000,6.563,655,930,Fisher & Thompson 1963,4.731182795698925
ft10,Annealing,3,3007,951,200000,6.743,655,930,Fisher & Thompson 1963,2.258064516129032
ft10,Annealing,4,4007,967,200000,6.55,655,930,Fisher & Thompson 1963,3.978494623655914
ft10,Annealing,5,5007,960,200000,6.6,655,930,Fisher & Thompson 1963,3.225806451612903
ft10,Annealing,6,6007,966,200000,6.838,655,930,Fisher & Thompson 1963,3.870967741935484
ft10,Annealing,7,7007,975,200000,7.4,655,930,Fisher & Thompson 1963,4.838709677419355
ft10,Annealing,8,8007,956,200000,7.421,655,930,Fisher & Thompson 1963,2.795698924731183
ft10,Annealing,9,9007,953,200000,7.257,655,930,Fisher & Thompson 1963,2.4731182795698925
ft10,Annealing,10,10007,946,200000,6.676,655,930,Fisher & Thompson 1963,1.7204301075268817
ft10,Annealing,11,11007,955,200000,6.796,655,930,Fisher & Thompson 1963,2.6881720430107525
ft10,Annealing,12,12007,937,200000,6.846,655,930,Fisher & Thompson 1963,0.7526881720430108
ft10,Annealing,13,13007,951,200000,6.808,655,930,Fisher & Thompson 1963,2.258064516129032
ft10,Annealing,14,14007,956,200000,7.273,655,930,Fisher & Thompson 1963,2.795698924731183
ft10,Annealing,15,15007,963,200000,7.503,655,930,Fisher & Thompson 1963,3.5483870967741935
ft10,Annealing,16,16007,996,200000,7.584,655,930,Fisher & Thompson 1963,7.096774193548387
ft10,Annealing,17,17007,980,200000,6.776,655,930,Fisher & Thompson 1963,5.376344086021505
ft10,Annealing,18,18007,951,200000,7.009,655,930,Fisher & Thompson 1963,2.258064516129032
ft10,Annealing,19,19007,975,200000,6.951,655,930,Fisher & Thompson 1963,4.838709677419355
ft10,Annealing,20,20007,1001,200000,6.853,655,930,Fisher & Thompson 1963,7.634408602150537
ft10,Annealing,21,21007,955,200000,6.096,655,930,Fisher & Thompson 1963,2.6881720430107525
ft10,Annealing,22,22007,949,200000,6.992,655,930,Fisher & Thompson 1963,2.043010752688172
ft10,Annealing,23,23007,975,200000,6.822,655,930,Fisher & Thompson 1963,4.838709677419355
ft10,Annealing,24,24007,967,200000,6.939,655,930,Fisher & Thompson 1963,3.978494623655914
ft10,Annealing,25,25007,972,200000,6.807,655,930,Fisher & Thompson 1963,4.516129032258064
ft10,Annealing,26,26007,968,200000,6.811,655,930,Fisher & Thompson 1963,4.086021505376344
ft10,Annealing,27,27007,945,200000,6.87,655,930,Fisher & Thompson 1963,1.6129032258064515
ft10,Annealing,28,28007,953,200000,9.168,655,930,Fisher & Thompson 1963,2.4731182795698925
ft10,Annealing,29,29007,1001,200000,7.611,655,930,Fisher & Thompson 1963,7.634408602150537
ft10,VNS,0,7,1008,200000,6.69,655,930,Fisher & Thompson 1963,8.38709677419355
ft10,VNS,1,1007,1058,200000,6.546,655,930,Fisher & Thompson 1963,13.763440860215054
ft10,VNS,2,2007,1008,200000,6.445,655,930,Fisher & Thompson 1963,8.38709677419355
ft10,VNS,3,3007,1041,200000,6.427,655,930,Fisher & Thompson 1963,11.935483870967742
ft10,VNS,4,4007,1036,200000,6.3,655,930,Fisher & Thompson 1963,11.397849462365592
ft10,VNS,5,5007,1038,200000,6.471,655,930,Fisher & Thompson 1963,11.612903225806452
ft10,VNS,6,6007,1030,200000,6.41,655,930,Fisher & Thompson 1963,10.75268817204301
ft10,VNS,7,7007,1025,200000,6.59,655,930,Fisher & Thompson 1963,10.21505376344086
ft10,VNS,8,8007,1047,200000,6.348,655,930,Fisher & Thompson 1963,12.580645161290322
ft10,VNS,9,9007,1023,200000,6.404,655,930,Fisher & Thompson 1963,10.0
ft10,VNS,10,10007,1010,200000,6.359,655,930,Fisher & Thompson 1963,8.60215053763441
ft10,VNS,11,11007,1045,200000,6.369,655,930,Fisher & Thompson 1963,12.365591397849462
ft10,VNS,12,12007,1034,200000,6.371,655,930,Fisher & Thompson 1963,11.182795698924732
ft10,VNS,13,13007,999,200000,6.381,655,930,Fisher & Thompson 1963,7.419354838709677
ft10,VNS,14,14007,1079,200000,6.268,655,930,Fisher & Thompson 1963,16.021505376344088
ft10,VNS,15,15007,1015,200000,6.191,655,930,Fisher & Thompson 1963,9.13978494623656
ft10,VNS,16,16007,1032,200000,6.421,655,930,Fisher & Thompson 1963,10.967741935483872
ft10,VNS,17,17007,1010,200000,6.513,655,930,Fisher & Thompson 1963,8.60215053763441
ft10,VNS,18,18007,1003,200000,6.369,655,930,Fisher & Thompson 1963,7.849462365591398
ft10,VNS,19,19007,971,200000,6.266,655,930,Fisher & Thompson 1963,4.408602150537634
ft10,VNS,20,20007,1015,200000,6.32,655,930,Fisher & Thompson 1963,9.13978494623656
ft10,VNS,21,21007,997,200000,6.291,655,930,Fisher & Thompson 1963,7.204301075268817
ft10,VNS,22,22007,1045,200000,6.396,655,930,Fisher & Thompson 1963,12.365591397849462
ft10,VNS,23,23007,1077,200000,6.436,655,930,Fisher & Thompson 1963,15.806451612903224
ft10,VNS,24,24007,1003,200000,6.253,655,930,Fisher & Thompson 1963,7.849462365591398
ft10,VNS,25,25007,1003,200000,6.107,655,930,Fisher & Thompson 1963,7.849462365591398
ft10,VNS,26,26007,1045,200000,6.613,655,930,Fisher & Thompson 1963,12.365591397849462
ft10,VNS,27,27007,1003,200000,6.634,655,930,Fisher & Thompson 1963,7.849462365591398
ft10,VNS,28,28007,1021,200000,6.762,655,930,Fisher & Thompson 1963,9.78494623655914
ft10,VNS,29,29007,992,200000,6.707,655,930,Fisher & Thompson 1963,6.666666666666667
ft10,GA,0,7,993,200001,19.622,655,930,Fisher & Thompson 1963,6.774193548387098
ft10,GA,1,1007,1032,200001,18.991,655,930,Fisher & Thompson 1963,10.967741935483872
ft10,GA,2,2007,1047,200001,18.173,655,930,Fisher & Thompson 1963,12.580645161290322
ft10,GA,3,3007,990,200001,18.446,655,930,Fisher & Thompson 1963,6.451612903225806
ft10,GA,4,4007,1001,200001,18.297,655,930,Fisher & Thompson 1963,7.634408602150537
ft10,GA,5,5007,994,200001,18.779,655,930,Fisher & Thompson 1963,6.881720430107527
ft10,GA,6,6007,1059,200001,19.79,655,930,Fisher & Thompson 1963,13.870967741935484
ft10,GA,7,7007,1023,200001,20.369,655,930,Fisher & Thompson 1963,10.0
ft10,GA,8,8007,1026,200001,19.004,655,930,Fisher & Thompson 1963,10.32258064516129
ft10,GA,9,9007,1016,200001,17.717,655,930,Fisher & Thompson 1963,9.247311827956988
ft10,GA,10,10007,972,200001,19.828,655,930,Fisher & Thompson 1963,4.516129032258064
ft10,GA,11,11007,976,200001,19.589,655,930,Fisher & Thompson 1963,4.946236559139785
ft10,GA,12,12007,1018,200001,17.871,655,930,Fisher & Thompson 1963,9.46236559139785
ft10,GA,13,13007,1034,200001,17.816,655,930,Fisher & Thompson 1963,11.182795698924732
ft10,GA,14,14007,1034,200001,17.138,655,930,Fisher & Thompson 1963,11.182795698924732
ft10,GA,15,15007,993,200001,17.312,655,930,Fisher & Thompson 1963,6.774193548387098
ft10,GA,16,16007,961,200001,17.561,655,930,Fisher & Thompson 1963,3.3333333333333335
ft10,GA,17,17007,1038,200001,17.194,655,930,Fisher & Thompson 1963,11.612903225806452
ft10,GA,18,18007,984,200001,17.228,655,930,Fisher & Thompson 1963,5.806451612903226
ft10,GA,19,19007,1044,200001,16.471,655,930,Fisher & Thompson 1963,12.258064516129032
ft10,GA,20,20007,980,200001,15.72,655,930,Fisher & Thompson 1963,5.376344086021505
ft10,GA,21,21007,1035,200001,15.942,655,930,Fisher & Thompson 1963,11.29032258064516
ft10,GA,22,22007,1035,200001,15.707,655,930,Fisher & Thompson 1963,11.29032258064516
ft10,GA,23,23007,971,200001,15.994,655,930,Fisher & Thompson 1963,4.408602150537634
ft10,GA,24,24007,977,200001,16.184,655,930,Fisher & Thompson 1963,5.053763440860215
ft10,GA,25,25007,1018,200001,15.115,655,930,Fisher & Thompson 1963,9.46236559139785
ft10,GA,26,26007,981,200001,14.785,655,930,Fisher & Thompson 1963,5.483870967741936
ft10,GA,27,27007,1020,200001,14.027,655,930,Fisher & Thompson 1963,9.67741935483871
ft10,GA,28,28007,1015,200001,13.938,655,930,Fisher & Thompson 1963,9.13978494623656
ft10,GA,29,29007,1095,200001,14.381,655,930,Fisher & Thompson 1963,17.741935483870968
ft20,Loc. Search,0,7,1384,200000,4.994,1119,1165,Fisher & Thompson 1963,18.798283261802577
ft20,Loc. Search,1,1007,1343,200000,4.956,1119,1165,Fisher & Thompson 1963,15.278969957081545
ft20,Loc. Search,2,2007,1309,200000,4.901,1119,1165,Fisher & Thompson 1963,12.360515021459227
ft20,Loc. Search,3,3007,1339,200000,4.987,1119,1165,Fisher & Thompson 1963,14.935622317596566
ft20,Loc. Search,4,4007,1340,200000,4.829,1119,1165,Fisher & Thompson 1963,15.021459227467812
ft20,Loc. Search,5,5007,1250,200000,4.839,1119,1165,Fisher & Thompson 1963,7.296137339055794
ft20,Loc. Search,6,6007,1252,200000,4.898,1119,1165,Fisher & Thompson 1963,7.467811158798283
ft20,Loc. Search,7,7007,1295,200000,4.89,1119,1165,Fisher & Thompson 1963,11.158798283261802
ft20,Loc. Search,8,8007,1257,200000,4.902,1119,1165,Fisher & Thompson 1963,7.896995708154507
ft20,Loc. Search,9,9007,1331,200000,5.001,1119,1165,Fisher & Thompson 1963,14.24892703862661
ft20,Loc. Search,10,10007,1294,200000,4.994,1119,1165,Fisher & Thompson 1963,11.072961373390559
ft20,Loc. Search,11,11007,1287,200000,5.022,1119,1165,Fisher & Thompson 1963,10.472103004291846
ft20,Loc. Search,12,12007,1309,200000,4.968,1119,1165,Fisher & Thompson 1963,12.360515021459227
ft20,Loc. Search,13,13007,1366,200000,4.95,1119,1165,Fisher & Thompson 1963,17.253218884120173
ft20,Loc. Search,14,14007,1372,200000,4.931,1119,1165,Fisher & Thompson 1963,17.76824034334764
ft20,Loc. Search,15,15007,1346,200000,5.008,1119,1165,Fisher & Thompson 1963,15.536480686695278
ft20,Loc. Search,16,16007,1342,200000,4.978,1119,1165,Fisher & Thompson 1963,15.1931330472103
ft20,Loc. Search,17,17007,1338,200000,4.935,1119,1165,Fisher & Thompson 1963,14.84978540772532
ft20,Loc. Search,18,18007,1340,200000,4.929,1119,1165,Fisher & Thompson 1963,15.021459227467812
ft20,Loc. Search,19,19007,1282,200000,4.858,1119,1165,Fisher & Thompson 1963,10.042918454935622
ft20,Loc. Search,20,20007,1249,200000,4.922,1119,1165,Fisher & Thompson 1963,7.210300429184549
ft20,Loc. Search,21,21007,1389,200000,4.98,1119,1165,Fisher & Thompson 1963,19.2274678111588
ft20,Loc. Search,22,22007,1289,200000,4.804,1119,1165,Fisher & Thompson 1963,10.643776824034335
ft20,Loc. Search,23,23007,1290,200000,4.853,1119,1165,Fisher & Thompson 1963,10.72961373390558
ft20,Loc. Search,24,24007,1332,200000,4.808,1119,1165,Fisher & Thompson 1963,14.334763948497853
ft20,Loc. Search,25,25007,1296,200000,4.858,1119,1165,Fisher & Thompson 1963,11.244635193133048
ft20,Loc. Search,26,26007,1388,200000,4.869,1119,1165,Fisher & Thompson 1963,19.141630901287556
ft20,Loc. Search,27,27007,1322,200000,4.748,1119,1165,Fisher & Thompson 1963,13.47639484978541
ft20,Loc. Search,28,28007,1361,200000,4.777,1119,1165,Fisher & Thompson 1963,16.824034334763947
ft20,Loc. Search,29,29007,1311,200000,4.789,1119,1165,Fisher & Thompson 1963,12.532188841201716
ft20,Annealing,0,7,1180,200000,4.997,1119,1165,Fisher & Thompson 1963,1.2875536480686696
ft20,Annealing,1,1007,1231,200000,4.975,1119,1165,Fisher & Thompson 1963,5.665236051502146
ft20,Annealing,2,2007,1190,200000,4.954,1119,1165,Fisher & Thompson 1963,2.1459227467811157
ft20,Annealing,3,3007,1199,200000,4.997,1119,1165,Fisher & Thompson 1963,2.9184549356223175
ft20,Annealing,4,4007,1180,200000,4.93,1119,1165,Fisher & Thompson 1963,1.2875536480686696
ft20,Annealing,5,5007,1180,200000,4.916,1119,1165,Fisher & Thompson 1963,1.2875536480686696
ft20,Annealing,6,6007,1173,200000,5.054,1119,1165,Fisher & Thompson 1963,0.6866952789699571
ft20,Annealing,7,7007,1180,200000,5.041,1119,1165,Fisher & Thompson 1963,1.2875536480686696
ft20,Annealing,8,8007,1182,200000,4.988,1119,1165,Fisher & Thompson 1963,1.4592274678111588
ft20,Annealing,9,9007,1180,200000,5.05,1119,1165,Fisher & Thompson 1963,1.2875536480686696
ft20,Annealing,10,10007,1178,200000,4.948,1119,1165,Fisher & Thompson 1963,1.1158798283261802
ft20,Annealing,11,11007,1178,200000,4.892,1119,1165,Fisher & Thompson 1963,1.1158798283261802
ft20,Annealing,12,12007,1180,200000,5.012,1119,1165,Fisher & Thompson 1963,1.2875536480686696
ft20,Annealing,13,13007,1182,200000,5.016,1119,1165,Fisher & Thompson 1963,1.4592274678111588
ft20,Annealing,14,14007,1178,200000,4.977,1119,1165,Fisher & Thompson 1963,1.1158798283261802
ft20,Annealing,15,15007,1182,200000,5.011,1119,1165,Fisher & Thompson 1963,1.4592274678111588
ft20,Annealing,16,16007,1180,200000,4.792,1119,1165,Fisher & Thompson 1963,1.2875536480686696
ft20,Annealing,17,17007,1178,200000,5.04,1119,1165,Fisher & Thompson 1963,1.1158798283261802
ft20,Annealing,18,18007,1192,200000,4.928,1119,1165,Fisher & Thompson 1963,2.317596566523605
ft20,Annealing,19,19007,1192,200000,4.799,1119,1165,Fisher & Thompson 1963,2.317596566523605
ft20,Annealing,20,20007,1178,200000,4.924,1119,1165,Fisher & Thompson 1963,1.1158798283261802
ft20,Annealing,21,21007,1184,200000,5.025,1119,1165,Fisher & Thompson 1963,1.6309012875536482
ft20,Annealing,22,22007,1178,200000,4.982,1119,1165,Fisher & Thompson 1963,1.1158798283261802
ft20,Annealing,23,23007,1173,200000,5.0,1119,1165,Fisher & Thompson 1963,0.6866952789699571
ft20,Annealing,24,24007,1199,200000,4.94,1119,1165,Fisher & Thompson 1963,2.9184549356223175
ft20,Annealing,25,25007,1178,200000,5.011,1119,1165,Fisher & Thompson 1963,1.1158798283261802
ft20,Annealing,26,26007,1180,200000,4.996,1119,1165,Fisher & Thompson 1963,1.2875536480686696
ft20,Annealing,27,27007,1181,200000,5.002,1119,1165,Fisher & Thompson 1963,1.3733905579399142
ft20,Annealing,28,28007,1191,200000,4.961,1119,1165,Fisher & Thompson 1963,2.2317596566523603
ft20,Annealing,29,29007,1178,200000,4.976,1119,1165,Fisher & Thompson 1963,1.1158798283261802
ft20,VNS,0,7,1246,200000,4.773,1119,1165,Fisher & Thompson 1963,6.9527896995708165
ft20,VNS,1,1007,1272,200000,4.711,1119,1165,Fisher & Thompson 1963,9.184549356223176
ft20,VNS,2,2007,1326,200000,4.776,1119,1165,Fisher & Thompson 1963,13.819742489270388
ft20,VNS,3,3007,1251,200000,4.76,1119,1165,Fisher & Thompson 1963,7.381974248927039
ft20,VNS,4,4007,1256,200000,4.773,1119,1165,Fisher & Thompson 1963,7.8111587982832615
ft20,VNS,5,5007,1258,200000,4.641,1119,1165,Fisher & Thompson 1963,7.982832618025751
ft20,VNS,6,6007,1278,200000,4.737,1119,1165,Fisher & Thompson 1963,9.699570815450643
ft20,VNS,7,7007,1257,200000,4.75,1119,1165,Fisher & Thompson 1963,7.896995708154507
ft20,VNS,8,8007,1286,200000,4.685,1119,1165,Fisher & Thompson 1963,10.386266094420602
ft20,VNS,9,9007,1208,200000,4.685,1119,1165,Fisher & Thompson 1963,3.6909871244635193
ft20,VNS,10,10007,1249,200000,4.674,1119,1165,Fisher & Thompson 1963,7.210300429184549
ft20,VNS,11,11007,1229,200000,4.74,1119,1165,Fisher & Thompson 1963,5.493562231759657
ft20,VNS,12,12007,1233,200000,4.583,1119,1165,Fisher & Thompson 1963,5.836909871244635
ft20,VNS,13,13007,1265,200000,4.603,1119,1165,Fisher & Thompson 1963,8.583690987124463
ft20,VNS,14,14007,1218,200000,4.607,1119,1165,Fisher & Thompson 1963,4.549356223175965
ft20,VNS,15,15007,1280,200000,4.686,1119,1165,Fisher & Thompson 1963,9.871244635193133
ft20,VNS,16,16007,1245,200000,4.687,1119,1165,Fisher & Thompson 1963,6.866952789699571
ft20,VNS,17,17007,1254,200000,4.69,1119,1165,Fisher & Thompson 1963,7.639484978540772
